Model,Variant,Year,Odometer_Reading,Fuel_type,Transmission,Price,Car_age,Price_per_year,KM_per_year,Brand
Mercedes-Benz GLC,200,2022,74142,Petrol,Automatic,3850000.0,4,962500.0,18535.5,Mercedes-Benz
Mercedes-Benz GLS,400d 4MATIC BSVI,2022,45000,Diesel,Automatic,8790000.0,4,2197500.0,11250.0,Mercedes-Benz
Honda Amaze 2nd Gen,S,2023,68000,Petrol,Manual,625000.0,3,208333.33333333334,22666.666666666668,Honda
Mercedes-Benz E-Class,Expression E 200 BSIV,2019,88700,Petrol,Automatic,3200000.0,7,457142.85714285716,12671.42857142857,Mercedes-Benz
Toyota Innova Crysta,2.4 G 7 STR,2021,65000,Diesel,Manual,1450000.0,5,290000.0,13000.0,Toyota
Honda City,i VTEC V,2016,82000,Petrol,Manual,499000.0,10,49900.0,8200.0,Honda
Honda City,i VTEC SV,2016,83000,Petrol,Manual,425000.0,10,42500.0,8300.0,Honda
Mercedes-Benz E-Class,Exclusive E 200,2023,16300,Petrol,Automatic,6000000.0,3,2000000.0,5433.333333333333,Mercedes-Benz
Mercedes-Benz C-Class,C 250 CDI Avantgarde,2018,75000,Diesel,Automatic,1850000.0,8,231250.0,9375.0,Mercedes-Benz
Honda Amaze 2nd Gen,S BSVI,2022,39000,Petrol,Manual,585000.0,4,146250.0,9750.0,Honda
Kia Seltos,GTX Plus,2021,54000,Petrol,Manual,1100000.0,5,220000.0,10800.0,Kia
Mercedes-Benz GLC,300,2024,9600,Petrol,Automatic,6500000.0,2,3250000.0,4800.0,Mercedes-Benz
Honda City,i VTEC V,2017,77000,Petrol,Manual,490000.00000000006,9,54444.44444444445,8555.555555555555,Honda
Mercedes-Benz E-Class,E 200 CGI,2017,34000,Petrol,Automatic,2490000.0,9,276666.6666666667,3777.777777777778,Mercedes-Benz
Volvo XC60,B5 Ultimate,2025,26000,Petrol,Automatic,5350000.0,1,5350000.0,26000.0,Volvo
Kia Seltos,HTK Plus (O) iVT,2025,11023,Petrol,Automatic,1525000.0,1,1525000.0,11023.0,Kia
Honda City,i VTEC CVT SV,2014,78000,Petrol,Automatic,320000.0,12,26666.666666666668,6500.0,Honda
Mercedes-Benz E-Class,Exclusive E 220d,2021,45200,Diesel,Automatic,4250000.0,5,850000.0,9040.0,Mercedes-Benz
Honda City,i VTEC V,2016,3800,Petrol,Manual,575000.0,10,57500.0,380.0,Honda
Lexus ES,300h Exquisite,2023,38000,Petrol,Automatic,4490000.0,3,1496666.6666666667,12666.666666666666,Lexus
Honda Amaze 2nd Gen,S BSVI,2022,45000,Petrol,Manual,600000.0,4,150000.0,11250.0,Honda
Mercedes-Benz GLS,450 4MATIC BSVI,2022,34000,Petrol,Automatic,8700000.0,4,2175000.0,8500.0,Mercedes-Benz
Maruti Suzuki Grand Vitara,Zeta AT,2023,55000,Petrol,Automatic,1099000.0,3,366333.3333333333,18333.333333333332,Maruti Suzuki
Toyota Innova Crysta,2.4 ZX MT BSIV,2017,207000,Diesel,Manual,1149000.0,9,127666.66666666667,23000.0,Toyota
BMW 3 Series GT,Luxury Line,2019,39000,Diesel,Automatic,2290000.0,7,327142.85714285716,5571.428571428572,BMW
Land Rover Range Rover Sport,2.0 Petrol HSE,2021,50000,Petrol,Automatic,7200000.0,5,1440000.0,10000.0,Land Rover
Hyundai Alcazar,Platinum 7-Seater Diesel,2023,65000,Diesel,Manual,1350000.0,3,450000.0,21666.666666666668,Hyundai
Ford Ecosport,1.5 Petrol Titanium,2020,17000,Petrol,Manual,675000.0,6,112500.0,2833.3333333333335,Ford
Mercedes-Benz E-Class,Expression E 200 BSIV,2018,65000,Petrol,Automatic,2750000.0,8,343750.0,8125.0,Mercedes-Benz
Maruti Suzuki Alto K10,VXI S-CNG,2024,20000,CNG,Manual,480000.0,2,240000.0,10000.0,Maruti Suzuki
Volkswagen Taigun,1.0 Highline AT,2025,781,Petrol,Automatic,1350000.0,1,1350000.0,781.0,Volkswagen
Ford Ecosport,1.5 TDCi Titanium BSIV,2017,75000,Diesel,Manual,425000.0,9,47222.22222222222,8333.333333333334,Ford
BMW X7,xDrive 40i M Sport,2022,29000,Petrol,Automatic,8500000.0,4,2125000.0,7250.0,BMW
Hyundai Creta,SX Opt Turbo BSVI,2021,89903,Petrol,Automatic,984000.0,5,196800.0,17980.6,Hyundai
Honda City,CVT,2024,12744,Petrol,Automatic,1525000.0,2,762500.0,6372.0,Honda
BMW 5 Series,530i M Sport,2021,37400,Petrol,Automatic,4650000.0,5,930000.0,7480.0,BMW
Kia Carnival,Limousine Plus,2022,98000,Diesel,Automatic,2590000.0,4,647500.0,24500.0,Kia
Mercedes-Benz GLC,220d 4MATIC Sport,2018,33000,Diesel,Automatic,2350000.0,8,293750.0,4125.0,Mercedes-Benz
BMW XM,xDrive,2024,26000,Petrol,Automatic,14500000.0,2,7250000.0,13000.0,BMW
Honda WR-V,i-VTEC VX,2019,25000,Petrol,Manual,675000.0,7,96428.57142857143,3571.4285714285716,Honda
Tata Tiago NRG,Petrol,2018,85225,Petrol,Manual,315000.0,8,39375.0,10653.125,Tata
Maruti Suzuki Swift Dzire,LDI,2017,65000,Diesel,Manual,345000.0,9,38333.333333333336,7222.222222222223,Maruti Suzuki
Honda City,i-VTEC ZX,2019,46097,Petrol,Manual,715000.0,7,102142.85714285714,6585.285714285715,Honda
Mercedes-Benz GLC,200,2022,25856,Petrol,Automatic,4900000.0,4,1225000.0,6464.0,Mercedes-Benz
BMW X7,xDrive 40i M Sport,2020,77215,Petrol,Automatic,6300000.0,6,1050000.0,12869.166666666666,BMW
Maruti Suzuki Grand Vitara,Delta AT,2023,33000,Petrol,Automatic,1125000.0,3,375000.0,11000.0,Maruti Suzuki
Honda Elevate,ZX CVT Dual Tone,2024,17000,Petrol,Automatic,1425000.0,2,712500.0,8500.0,Honda
Honda City,i-VTEC CVT ZX,2018,33000,Petrol,Automatic,750000.0,8,93750.0,4125.0,Honda
Tata Nexon EV,XZ Plus,2023,37846,Electric,Automatic,800000.0,3,266666.6666666667,12615.333333333334,Tata
Mercedes-Benz CLA,200 CGI Sport,2018,48000,Petrol,Automatic,1798999.9999999998,8,224874.99999999997,6000.0,Mercedes-Benz
Hyundai i10,Era,2015,71000,Petrol,Manual,335000.0,11,30454.545454545456,6454.545454545455,Hyundai
Ford Ecosport,1.5 Diesel Titanium Plus BSIV,2017,72000,Diesel,Manual,450000.0,9,50000.0,8000.0,Ford
Mahindra Scorpio N,Z8L Diesel 4x4 2023-2025,2024,21000,Diesel,Manual,2275000.0,2,1137500.0,10500.0,Mahindra
Hyundai Creta,1.6 VTVT SX Plus,2017,79000,Petrol,Manual,575000.0,9,63888.88888888889,8777.777777777777,Hyundai
Mercedes-Benz C-Class,C 200 CGI,2016,60000,Petrol,Automatic,1550000.0,10,155000.0,6000.0,Mercedes-Benz
Honda Jazz,1.2 V i VTEC,2016,52000,Petrol,Manual,335000.0,10,33500.0,5200.0,Honda
MG Comet EV,Play,2023,36000,Electric,Automatic,649000.0,3,216333.33333333334,12000.0,MG
Mercedes-Benz GLC,300,2024,8600,Petrol,Automatic,6500000.0,2,3250000.0,4300.0,Mercedes-Benz
Maruti Suzuki Grand Vitara,Zeta AT,2023,39000,Petrol,Automatic,1149000.0,3,383000.0,13000.0,Maruti Suzuki
Kia Seltos,HTX IVT G,2021,29000,Petrol,Automatic,1090000.0,5,218000.0,5800.0,Kia
BMW X5,xDrive40i xLine,2025,3000,Petrol,Automatic,9500000.0,1,9500000.0,3000.0,BMW
Mercedes-Benz GLC,220d 4MATIC Sport,2017,75000,Diesel,Automatic,1925000.0,9,213888.88888888888,8333.333333333334,Mercedes-Benz
Mercedes-Benz E-Class,Elite E 350d,2024,9000,Diesel,Automatic,6800000.0,2,3400000.0,4500.0,Mercedes-Benz
Renault KWID,RXL,2016,60000,Petrol,Manual,165000.0,10,16500.0,6000.0,Renault
Lexus NX,350h Exquisite,2024,13000,Petrol,Automatic,6800000.0,2,3400000.0,6500.0,Lexus
Mercedes-Benz GLC,200,2022,26000,Petrol,Automatic,4250000.0,4,1062500.0,6500.0,Mercedes-Benz
BMW X1,sDrive 20d xLine,2018,70000,Diesel,Automatic,1700000.0,8,212500.0,8750.0,BMW
Mercedes-Benz GLC,220d 4MATIC Style,2017,91000,Diesel,Automatic,1700000.0,9,188888.88888888888,10111.111111111111,Mercedes-Benz
Hyundai Grand i10 Nios,Asta,2025,2000,Petrol,Manual,699000.0,1,699000.0,2000.0,Hyundai
Honda Jazz,1.2 V AT i VTEC,2015,88047,Petrol,Automatic,321000.0,11,29181.81818181818,8004.272727272727,Honda
Maruti Suzuki Ciaz,Delta BSIV,2019,82000,Petrol,Manual,550000.0,7,78571.42857142857,11714.285714285714,Maruti Suzuki
Honda City,i VTEC SV,2016,67000,Petrol,Manual,375000.0,10,37500.0,6700.0,Honda
Ford Freestyle,Titanium Plus,2020,95186,Petrol,Manual,363000.0,6,60500.0,15864.333333333334,Ford
Maruti Suzuki Ciaz,1.4 Delta,2018,61000,Petrol,Manual,515000.00000000006,8,64375.00000000001,7625.0,Maruti Suzuki
Tata Safari,XT Plus BSVI,2023,48000,Diesel,Manual,1475000.0,3,491666.6666666667,16000.0,Tata
Lexus RX,350h Luxury Lexus Premium System,2025,4000,Petrol,Automatic,8900000.0,1,8900000.0,4000.0,Lexus
Maruti Suzuki Grand Vitara,Delta AT,2024,56000,Petrol,Automatic,1078000.0,2,539000.0,28000.0,Maruti Suzuki
Honda WR-V,i-VTEC VX,2017,52000,Petrol,Manual,475000.0,9,52777.77777777778,5777.777777777777,Honda
Mahindra XUV500,W11 Option AT BSIV,2019,68000,Diesel,Automatic,975000.0,7,139285.7142857143,9714.285714285714,Mahindra
Volvo XC40,B4 Ultimate BSVI,2022,38000,Petrol,Automatic,3075000.0,4,768750.0,9500.0,Volvo
Mercedes-Benz E-Class,E350 CDI Avantgrade,2017,46000,Diesel,Automatic,2100000.0,9,233333.33333333334,5111.111111111111,Mercedes-Benz
Jeep Compass,1.4 Sport,2020,12000,Petrol,Manual,849000.0,6,141500.0,2000.0,Jeep
Audi Q7,45 TDI Quattro Premium Plus,2016,80000,Diesel,Automatic,2275000.0,10,227500.0,8000.0,Audi
Mercedes-Benz GLC,200,2022,25896,Petrol,Automatic,4900000.0,4,1225000.0,6474.0,Mercedes-Benz
Maruti Suzuki Ciaz,ZXi,2016,100000,Petrol,Manual,325000.0,10,32500.0,10000.0,Maruti Suzuki
Toyota Corolla Altis,G MT,2015,40659,Petrol,Manual,429000.0,11,39000.0,3696.2727272727275,Toyota
Skoda Octavia,Laurin and Klement,2022,44000,Petrol,Automatic,2275000.0,4,568750.0,11000.0,Skoda
Nissan Teana,XV,2012,79000,Petrol,Automatic,350000.0,14,25000.0,5642.857142857143,Nissan
Hyundai Venue,SX Diesel,2021,71183,Diesel,Manual,708000.0,5,141600.0,14236.6,Hyundai
Maruti Suzuki Baleno,Zeta,2020,65000,Petrol,Manual,465000.00000000006,6,77500.00000000001,10833.333333333334,Maruti Suzuki
MG Hector,1.5 Turbo Sharp pro CVT BSVI,2019,104398,Petrol,Automatic,755000.0,7,107857.14285714286,14914.0,MG
Hyundai Grand i10,1.2 Kappa Magna AT,2017,34686,Petrol,Automatic,331000.0,9,36777.77777777778,3854.0,Hyundai
Maruti Suzuki Celerio,Green VXI Optional,2017,28976,CNG,Manual,300000.0,9,33333.333333333336,3219.5555555555557,Maruti Suzuki
Toyota Corolla Altis,1.8 J,2015,80000,Petrol,Manual,390000.0,11,35454.545454545456,7272.727272727273,Toyota
Jeep Compass,1.4 Limited Option,2020,72000,Petrol,Automatic,1170000.0,6,195000.0,12000.0,Jeep
Hyundai Aura,SX Plus AMT,2020,38000,Petrol,Automatic,545000.0,6,90833.33333333333,6333.333333333333,Hyundai
Toyota Corolla Altis,G MT,2015,70000,Petrol,Manual,515000.00000000006,11,46818.18181818182,6363.636363636364,Toyota
Hyundai Venue N Line,N8 turbo DCT BSVI,2022,17000,Petrol,Automatic,925000.0,4,231250.0,4250.0,Hyundai
Hyundai i20 N-Line,N8 DCT BSVI,2022,37000,Petrol,Automatic,875000.0,4,218750.0,9250.0,Hyundai
Hyundai Creta,S plus Knight Diesel,2023,25164,Diesel,Manual,1093000.0,3,364333.3333333333,8388.0,Hyundai
Land Rover Discovery 4,SDV6 HSE,2016,100000,Diesel,Automatic,1575000.0,10,157500.0,10000.0,Land Rover
Honda City,ZX CVT,2019,78530,Petrol,Automatic,696000.0,7,99428.57142857143,11218.57142857143,Honda
Audi A4,35 TDI Premium Plus,2017,90000,Diesel,Automatic,1390000.0,9,154444.44444444444,10000.0,Audi
Mercedes-Benz A-Class Limousine,A 200,2025,10000,Petrol,Automatic,3500000.0,1,3500000.0,10000.0,Mercedes-Benz
Honda City,i-VTEC CVT VX,2018,68000,Petrol,Automatic,695000.0,8,86875.0,8500.0,Honda
Jeep Meridian,Limited Opt AT 4x4 BSVI,2022,65000,Diesel,Automatic,2100000.0,4,525000.0,16250.0,Jeep
Hyundai Grand i10 Nios,Corp Edition,2022,52000,Petrol,Manual,511000.00000000006,4,127750.00000000001,13000.0,Hyundai
BMW X1,sDrive 20d xLine,2018,48000,Diesel,Automatic,1789999.9999999998,8,223749.99999999997,6000.0,BMW
Mercedes-Benz E-Class,Expression E 200 BSIV,2019,32000,Petrol,Automatic,3800000.0,7,542857.1428571428,4571.428571428572,Mercedes-Benz
Kia Carens,Luxury Plus Diesel 7Str BSVI,2022,69000,Diesel,Manual,1290000.0,4,322500.0,17250.0,Kia
Mercedes-Benz E-Class,E250 Edition E,2017,72000,Diesel,Automatic,1490000.0,9,165555.55555555556,8000.0,Mercedes-Benz
Honda Jazz,1.2 V AT i VTEC,2017,51918,Petrol,Automatic,395000.0,9,43888.88888888889,5768.666666666667,Honda
Mercedes-Benz GLC,200,2022,38000,Petrol,Automatic,4500000.0,4,1125000.0,9500.0,Mercedes-Benz
Jaguar F-Pace,Prestige 2.0 AWD,2019,57032,Diesel,Automatic,3175000.0,7,453571.4285714286,8147.428571428572,Jaguar
Hyundai Creta,SX,2023,28000,Petrol,Manual,1195000.0,3,398333.3333333333,9333.333333333334,Hyundai
Honda City,i VTEC SV,2016,76000,Petrol,Manual,450000.0,10,45000.0,7600.0,Honda
Tata Nexon,Creative AMT,2025,2100,Petrol,Automatic,990000.0,1,990000.0,2100.0,Tata
Toyota Innova Crysta,2.4 GX 7 STR AT,2022,47000,Diesel,Automatic,1840000.0,4,460000.0,11750.0,Toyota
Toyota Glanza,G,2022,33000,Petrol,Manual,650000.0,4,162500.0,8250.0,Toyota
Kia Seltos,GTX Plus DCT,2020,32316,Petrol,Automatic,1025000.0,6,170833.33333333334,5386.0,Kia
Land Rover Discovery Sport,TD4 SE 7S,2019,36000,Diesel,Automatic,2475000.0,7,353571.4285714286,5142.857142857143,Land Rover
Hyundai Grand i10,1.2 Kappa Sportz BSIV,2016,76656,Petrol,Manual,302000.0,10,30200.0,7665.6,Hyundai
Toyota Corolla Altis,1.8 GL,2018,53000,Petrol,Manual,750000.0,8,93750.0,6625.0,Toyota
Mercedes-Benz E-Class,Expression E 220,2017,13500,Petrol,Automatic,3000000.0,9,333333.3333333333,1500.0,Mercedes-Benz
Mercedes-Benz E-Class,Exclusive E 200,2021,20000,Petrol,Automatic,4950000.0,5,990000.0,4000.0,Mercedes-Benz
Maruti Suzuki Vitara Brezza,VDi Option,2018,63500,Diesel,Manual,485000.0,8,60625.0,7937.5,Maruti Suzuki
Toyota Corolla Altis,1.8 VL CVT,2018,75000,Petrol,Automatic,1025000.0,8,128125.0,9375.0,Toyota
Mahindra Thar,LX 4WD Hard Top Diesel AT BSVI,2023,30000,Diesel,Automatic,1490000.0,3,496666.6666666667,10000.0,Mahindra
Audi Q8,55 TFSI Quattro BSVI,2020,50800,Petrol,Automatic,6500000.0,6,1083333.3333333333,8466.666666666666,Audi
Maruti Suzuki Swift,LXI Option,2016,71000,Petrol,Manual,345000.0,10,34500.0,7100.0,Maruti Suzuki
Tata Hexa,XT,2017,65000,Diesel,Manual,650000.0,9,72222.22222222222,7222.222222222223,Tata
Ford Ecosport,1.5 TDCi Titanium BSIV,2016,86000,Diesel,Manual,299000.0,10,29900.0,8600.0,Ford
Kia Carnival,Limousine Plus,2024,24960,Diesel,Automatic,5900000.0,2,2950000.0,12480.0,Kia
Maruti Suzuki Ertiga,VXI CNG 2022-2023,2022,60000,CNG,Manual,940000.0,4,235000.0,15000.0,Maruti Suzuki
BMW X1,sDrive20d Expedition,2019,45000,Diesel,Automatic,1900000.0,7,271428.5714285714,6428.571428571428,BMW
Toyota Hyryder,S HYBRID,2024,36000,Petrol,Automatic,1500000.0,2,750000.0,18000.0,Toyota
Hyundai Tucson,2.0 e-VGT 2WD AT GL,2018,76000,Diesel,Automatic,975000.0,8,121875.0,9500.0,Hyundai
Toyota Innova Crysta,2.8 ZX AT BSIV,2017,130000,Diesel,Automatic,1300000.0,9,144444.44444444444,14444.444444444445,Toyota
Ford Mustang,V8,2017,20000,Petrol,Automatic,6900000.0,9,766666.6666666666,2222.222222222222,Ford
Toyota Fortuner,2.8 2WD AT,2021,82000,Diesel,Automatic,2990000.0,5,598000.0,16400.0,Toyota
Maruti Suzuki Jimny,Alpha Dual Tone,2024,18000,Petrol,Manual,1175000.0,2,587500.0,9000.0,Maruti Suzuki
Volkswagen Ameo,1.0 MPI Trendline,2019,48000,Petrol,Manual,350000.0,7,50000.0,6857.142857142857,Volkswagen
Toyota Fortuner,2.8 2WD AT BSIV,2017,134000,Diesel,Automatic,1948000.0,9,216444.44444444444,14888.888888888889,Toyota
Mahindra Thar,LX 4WD Hard Top BSVI,2021,32000,Petrol,Manual,1050000.0,5,210000.0,6400.0,Mahindra
Mercedes-Benz GLA,200,2025,12000,Petrol,Automatic,4300000.0,1,4300000.0,12000.0,Mercedes-Benz
Ford Endeavour,3.2 Titanium AT 4X4,2017,152000,Diesel,Automatic,1530000.0,9,170000.0,16888.88888888889,Ford
Hyundai Venue,S,2020,52000,Petrol,Manual,590000.0,6,98333.33333333333,8666.666666666666,Hyundai
Toyota Innova Hycross,ZX Hybrid,2024,27000,Petrol,Automatic,3375000.0,2,1687500.0,13500.0,Toyota
Volvo XC60,Inscription D5,2020,43500,Diesel,Automatic,3900000.0,6,650000.0,7250.0,Volvo
Hyundai i20,Magna,2025,2500,Petrol,Manual,725000.0,1,725000.0,2500.0,Hyundai
Maruti Suzuki Wagon R,CNG LXI,2022,48000,CNG,Manual,425000.0,4,106250.0,12000.0,Maruti Suzuki
Maruti Suzuki Ertiga,SHVS VDI,2017,52000,Diesel,Manual,540000.0,9,60000.0,5777.777777777777,Maruti Suzuki
Audi A6,45 TFSI Technology WO Matrix BSVI,2020,13000,Petrol,Automatic,3600000.0,6,600000.0,2166.6666666666665,Audi
Mahindra Thar,LX 4WD Hard Top Diesel AT BSVI,2021,71000,Diesel,Automatic,1055000.0,5,211000.0,14200.0,Mahindra
Mahindra Thar,LX 4WD Hard Top Diesel BSVI,2023,52000,Diesel,Manual,1090000.0,3,363333.3333333333,17333.333333333332,Mahindra
Maruti Suzuki Swift Dzire,VXI 1.2,2017,66000,Petrol,Manual,375000.0,9,41666.666666666664,7333.333333333333,Maruti Suzuki
Volvo XC60,Momentum D4 BSIV,2018,60000,Diesel,Automatic,2900000.0,8,362500.0,7500.0,Volvo
Toyota Fortuner,2.7 2WD AT BSIV,2018,87000,Petrol,Automatic,2125000.0,8,265625.0,10875.0,Toyota
Tata Safari,XT Plus BSVI,2021,67421,Diesel,Manual,1098000.0,5,219600.0,13484.2,Tata
Tata Nexon,Creative Dark,2024,25592,Petrol,Manual,826000.0,2,413000.0,12796.0,Tata
Land Rover Discovery Sport,Petrol SE 7S,2019,58000,Petrol,Automatic,3700000.0,7,528571.4285714285,8285.714285714286,Land Rover
BMW 3 Series Long Wheelbase,330 Li Luxury Line,2022,28400,Petrol,Automatic,4150000.0,4,1037500.0,7100.0,BMW
Ford Ecosport,1.5 TDCi Titanium Plus BSIV,2017,55000,Diesel,Manual,449000.0,9,49888.88888888889,6111.111111111111,Ford
Volkswagen Ameo,1.2 MPI Highline,2016,51000,Petrol,Manual,325000.0,10,32500.0,5100.0,Volkswagen
BMW 5 Series,520d Luxury Line,2020,12000,Diesel,Automatic,3900000.0,6,650000.0,2000.0,BMW
Renault Triber,RXT,2024,5800,Petrol,Manual,660000.0,2,330000.0,2900.0,Renault
Maruti Suzuki Ertiga,VXI,2019,51000,Petrol,Manual,725000.0,7,103571.42857142857,7285.714285714285,Maruti Suzuki
MG Hector,Sharp Diesel MT BSIV,2019,85000,Diesel,Manual,925000.0,7,132142.85714285713,12142.857142857143,MG
Lexus LX,500d,2023,8000,Diesel,Automatic,27500000.0,3,9166666.666666666,2666.6666666666665,Lexus
Hyundai Grand i10 Nios,Magna,2025,9000,Petrol,Manual,675000.0,1,675000.0,9000.0,Hyundai
MG Hector,Sharp AT BSIV,2021,45000,Petrol,Automatic,980000.0,5,196000.0,9000.0,MG
Kia Sonet,HTK Plus Turbo iMT,2023,34210,Petrol,Automatic,727000.0,3,242333.33333333334,11403.333333333334,Kia
Mercedes-Benz S-Class,S 350 d,2019,37000,Diesel,Automatic,6000000.0,7,857142.8571428572,5285.714285714285,Mercedes-Benz
Maruti Suzuki Grand Vitara,Alpha BSVI,2022,45000,Petrol,Manual,1125000.0,4,281250.0,11250.0,Maruti Suzuki
Maruti Suzuki Baleno,Alpha,2018,93556,Petrol,Manual,385000.0,8,48125.0,11694.5,Maruti Suzuki
Toyota Innova Hycross,G 7STR,2023,80000,Petrol,Automatic,1850000.0,3,616666.6666666666,26666.666666666668,Toyota
Mercedes-Benz S-Class,S450 4Matic,2023,12000,Petrol,Automatic,13500000.0,3,4500000.0,4000.0,Mercedes-Benz
Maruti Suzuki Vitara Brezza,LXI,2020,67000,Petrol,Manual,615000.0,6,102500.0,11166.666666666666,Maruti Suzuki
Toyota Innova Hycross,ZX(O) Hybrid,2025,27000,Petrol,Automatic,3470000.0000000005,1,3470000.0000000005,27000.0,Toyota
Renault Duster,Petrol RXS CVT,2019,60000,Petrol,Automatic,498000.00000000006,7,71142.85714285714,8571.42857142857,Renault
Kia Seltos,GTX Plus Diesel AT,2024,28000,Diesel,Automatic,1775000.0,2,887500.0,14000.0,Kia
Toyota Corolla Altis,1.8 VL CVT,2018,56000,Petrol,Automatic,990000.0,8,123750.0,7000.0,Toyota
Maruti Suzuki Grand Vitara,Alpha Plus Hybrid CVT BSVI,2023,43000,Petrol,Automatic,1625000.0,3,541666.6666666666,14333.333333333334,Maruti Suzuki
Maruti Suzuki XL6,Alpha AT,2019,85000,Petrol,Automatic,745000.0,7,106428.57142857143,12142.857142857143,Maruti Suzuki
Toyota Innova Crysta,2.4 VX MT BSIV,2019,82000,Diesel,Manual,1550000.0,7,221428.57142857142,11714.285714285714,Toyota
Maruti Suzuki XL6,Zeta,2021,78000,Petrol,Manual,815000.0,5,163000.0,15600.0,Maruti Suzuki
Hyundai Venue,S BSIV,2020,74600,Petrol,Manual,595000.0,6,99166.66666666667,12433.333333333334,Hyundai
BMW 7 Series,750Li Design Pure Excellence CBU,2016,48000,Petrol,Automatic,3300000.0,10,330000.0,4800.0,BMW
Porsche Cayenne Coupe,V6 BSVI,2023,11500,Petrol,Automatic,12300000.0,3,4100000.0,3833.3333333333335,Porsche
Kia Seltos,HTK Plus G,2021,68000,Petrol,Manual,875000.0,5,175000.0,13600.0,Kia
Kia Seltos,HTX IVT G,2021,49246,Petrol,Automatic,1057000.0,5,211400.0,9849.2,Kia
Hyundai Alcazar,Signature (O) 7-Seater AT,2023,30000,Petrol,Automatic,1490000.0,3,496666.6666666667,10000.0,Hyundai
Mercedes-Benz GLS,450 4matic,2024,10300,Petrol,Automatic,12100000.0,2,6050000.0,5150.0,Mercedes-Benz
Hyundai Creta,1.6 E Plus,2018,67800,Petrol,Manual,525000.0,8,65625.0,8475.0,Hyundai
Maruti Suzuki Grand Vitara,Zeta AT BSVI,2022,18500,Petrol,Automatic,1200000.0,4,300000.0,4625.0,Maruti Suzuki
Maruti Suzuki Grand Vitara,Zeta BSVI,2022,54000,Petrol,Manual,958000.0,4,239500.0,13500.0,Maruti Suzuki
Mercedes-Benz GLA,200,2025,5100,Petrol,Automatic,4500000.0,1,4500000.0,5100.0,Mercedes-Benz
Honda City,V CVT,2021,70000,Petrol,Automatic,894999.9999999999,5,178999.99999999997,14000.0,Honda
Ford Ecosport,1.5 Petrol Titanium Plus AT BSIV,2017,71000,Petrol,Automatic,465000.00000000006,9,51666.66666666667,7888.888888888889,Ford
Toyota Land Cruiser 300,ZX,2023,9000,Diesel,Automatic,21000000.0,3,7000000.0,3000.0,Toyota
BMW X1,sDrive 20d xLine,2017,63000,Diesel,Automatic,1325000.0,9,147222.22222222222,7000.0,BMW
Honda WR-V,i-DTEC VX,2019,95000,Diesel,Manual,570000.0,7,81428.57142857143,13571.42857142857,Honda
Audi A3,35 TFSI Premium,2019,58000,Petrol,Automatic,1575000.0,7,225000.0,8285.714285714286,Audi
MG Windsor EV,Essence,2024,22000,Electric,Automatic,1295000.0,2,647500.0,11000.0,MG
Toyota Corolla Altis,Petrol LE,2015,38035,Petrol,Manual,601000.0,11,54636.36363636364,3457.7272727272725,Toyota
Hyundai Grand i10,Sportz,2016,74000,Petrol,Manual,320000.0,10,32000.0,7400.0,Hyundai
Toyota Corolla Altis,G AT,2016,68000,Petrol,Automatic,690000.0,10,69000.0,6800.0,Toyota
Toyota Fortuner,4X4 Diesel AT,2024,14980,Diesel,Automatic,4500000.0,2,2250000.0,7490.0,Toyota
Honda Amaze,S Petrol BSIV,2019,59000,Petrol,Manual,449000.0,7,64142.857142857145,8428.57142857143,Honda
Hyundai Alcazar,Executive,2024,12000,Petrol,Manual,1450000.0,2,725000.0,6000.0,Hyundai
Honda City,i VTEC CVT VX,2016,98000,Petrol,Automatic,595000.0,10,59500.0,9800.0,Honda
Mahindra Thar ROXX,AX7L RWD Diesel,2026,3000,Diesel,Manual,2150000.0,0,inf,inf,Mahindra
Mercedes-Benz E-Class,Expression E 200 BSIV,2018,20000,Petrol,Automatic,3200000.0,8,400000.0,2500.0,Mercedes-Benz
Kia Seltos,GTX Plus,2019,38000,Petrol,Manual,975000.0,7,139285.7142857143,5428.571428571428,Kia
Jeep Meridian,Overland 4x4 AT,2024,24000,Diesel,Automatic,2848000.0,2,1424000.0,12000.0,Jeep
Maruti Suzuki Wagon R,VXI BS IV,2011,82000,Petrol,Manual,150000.0,15,10000.0,5466.666666666667,Maruti Suzuki
Maruti Suzuki Grand Vitara,Zeta,2023,42000,Petrol,Manual,1125000.0,3,375000.0,14000.0,Maruti Suzuki
Honda City,i VTEC CVT VX,2017,125988,Petrol,Automatic,356000.0,9,39555.555555555555,13998.666666666666,Honda
Mercedes-Benz E-Class,Elite E 350d,2024,13000,Diesel,Automatic,6490000.000000001,2,3245000.0000000005,6500.0,Mercedes-Benz
MG Astor,Sharp EX BSVI,2022,88000,Petrol,Manual,900000.0,4,225000.0,22000.0,MG
Toyota Innova Crysta,2.4 ZX 7 STR AT,2021,65000,Diesel,Automatic,2100000.0,5,420000.0,13000.0,Toyota
Ford Ecosport,1.5 Petrol Titanium Plus BSIV,2016,62000,Petrol,Manual,390000.0,10,39000.0,6200.0,Ford
Toyota Innova Crysta,2.4 G MT,2020,135000,Diesel,Manual,1395000.0,6,232500.0,22500.0,Toyota
Kia Seltos,HTX IVT G,2020,50500,Petrol,Automatic,995000.0,6,165833.33333333334,8416.666666666666,Kia
Jeep Compass,1.4 Limited Plus BSIV,2020,61000,Petrol,Automatic,1075000.0,6,179166.66666666666,10166.666666666666,Jeep
