Model,Variant,Year,Odometer_Reading,Fuel_type,Transmission,Price,Car_age,Price_per_year,KM_per_year
Mercedes-Benz GLC,220d 4MATIC Style,2017,91000,Diesel,Automatic,1700000.0,9,188888.89,10111.11
Hyundai Grand i10 Nios,Asta,2025,2000,Petrol,Manual,699000.0,1,699000.0,2000.0
Honda Jazz,1.2 V AT i VTEC,2015,88047,Petrol,Automatic,321000.0,11,29181.82,8004.27
Maruti Suzuki Ciaz,Delta BSIV,2019,82000,Petrol,Manual,550000.0,7,78571.43,11714.29
Honda City,i VTEC SV,2016,67000,Petrol,Manual,375000.0,10,37500.0,6700.0
Ford Freestyle,Titanium Plus,2020,95186,Petrol,Manual,363000.0,6,60500.0,15864.33
Maruti Suzuki Ciaz,1.4 Delta,2018,61000,Petrol,Manual,515000.00000000006,8,64375.0,7625.0
Tata Safari,XT Plus BSVI,2023,48000,Diesel,Manual,1475000.0,3,491666.67,16000.0
Lexus RX,350h Luxury Lexus Premium System,2025,4000,Petrol,Automatic,8900000.0,1,8900000.0,4000.0
Maruti Suzuki Grand Vitara,Delta AT,2024,56000,Petrol,Automatic,1078000.0,2,539000.0,28000.0
Honda WR-V,i-VTEC VX,2017,52000,Petrol,Manual,475000.0,9,52777.78,5777.78
Mahindra XUV500,W11 Option AT BSIV,2019,68000,Diesel,Automatic,975000.0,7,139285.71,9714.29
Volvo XC40,B4 Ultimate BSVI,2022,38000,Petrol,Automatic,3075000.0,4,768750.0,9500.0
Mercedes-Benz E-Class,E350 CDI Avantgrade,2017,46000,Diesel,Automatic,2100000.0,9,233333.33,5111.11
Jeep Compass,1.4 Sport,2020,12000,Petrol,Manual,849000.0,6,141500.0,2000.0
Audi Q7,45 TDI Quattro Premium Plus,2016,80000,Diesel,Automatic,2275000.0,10,227500.0,8000.0
Mercedes-Benz GLC,200,2022,25896,Petrol,Automatic,4900000.0,4,1225000.0,6474.0
Maruti Suzuki Ciaz,ZXi,2016,100000,Petrol,Manual,325000.0,10,32500.0,10000.0
Toyota Corolla Altis,G MT,2015,40659,Petrol,Manual,429000.0,11,39000.0,3696.27
Skoda Octavia,Laurin and Klement,2022,44000,Petrol,Automatic,2275000.0,4,568750.0,11000.0
Nissan Teana,XV,2012,79000,Petrol,Automatic,350000.0,14,25000.0,5642.86
Hyundai Venue,SX Diesel,2021,71183,Diesel,Manual,708000.0,5,141600.0,14236.6
Maruti Suzuki Baleno,Zeta,2020,65000,Petrol,Manual,465000.00000000006,6,77500.0,10833.33
MG Hector,1.5 Turbo Sharp pro CVT BSVI,2019,104398,Petrol,Automatic,755000.0,7,107857.14,14914.0
Hyundai Grand i10,1.2 Kappa Magna AT,2017,34686,Petrol,Automatic,331000.0,9,36777.78,3854.0
Maruti Suzuki Celerio,Green VXI Optional,2017,28976,CNG,Manual,300000.0,9,33333.33,3219.56
Toyota Corolla Altis,1.8 J,2015,80000,Petrol,Manual,390000.0,11,35454.55,7272.73
Jeep Compass,1.4 Limited Option,2020,72000,Petrol,Automatic,1170000.0,6,195000.0,12000.0
Hyundai Aura,SX Plus AMT,2020,38000,Petrol,Automatic,545000.0,6,90833.33,6333.33
Toyota Corolla Altis,G MT,2015,70000,Petrol,Manual,515000.00000000006,11,46818.18,6363.64
Hyundai Venue N Line,N8 turbo DCT BSVI,2022,17000,Petrol,Automatic,925000.0,4,231250.0,4250.0
Hyundai i20 N-Line,N8 DCT BSVI,2022,37000,Petrol,Automatic,875000.0,4,218750.0,9250.0
Hyundai Creta,S plus Knight Diesel,2023,25164,Diesel,Manual,1093000.0,3,364333.33,8388.0
Land Rover Discovery 4,SDV6 HSE,2016,100000,Diesel,Automatic,1575000.0,10,157500.0,10000.0
Honda City,ZX CVT,2019,78530,Petrol,Automatic,696000.0,7,99428.57,11218.57
Audi A4,35 TDI Premium Plus,2017,90000,Diesel,Automatic,1390000.0,9,154444.44,10000.0
Mercedes-Benz A-Class Limousine,A 200,2025,10000,Petrol,Automatic,3500000.0,1,3500000.0,10000.0
Honda City,i-VTEC CVT VX,2018,68000,Petrol,Automatic,695000.0,8,86875.0,8500.0
Jeep Meridian,Limited Opt AT 4x4 BSVI,2022,65000,Diesel,Automatic,2100000.0,4,525000.0,16250.0
Hyundai Grand i10 Nios,Corp Edition,2022,52000,Petrol,Manual,511000.00000000006,4,127750.0,13000.0
BMW X1,sDrive 20d xLine,2018,48000,Diesel,Automatic,1789999.9999999998,8,223750.0,6000.0
Mercedes-Benz E-Class,Expression E 200 BSIV,2019,32000,Petrol,Automatic,3800000.0,7,542857.14,4571.43
Kia Carens,Luxury Plus Diesel 7Str BSVI,2022,69000,Diesel,Manual,1290000.0,4,322500.0,17250.0
Mercedes-Benz E-Class,E250 Edition E,2017,72000,Diesel,Automatic,1490000.0,9,165555.56,8000.0
Honda Jazz,1.2 V AT i VTEC,2017,51918,Petrol,Automatic,395000.0,9,43888.89,5768.67
Mercedes-Benz GLC,200,2022,38000,Petrol,Automatic,4500000.0,4,1125000.0,9500.0
Jaguar F-Pace,Prestige 2.0 AWD,2019,57032,Diesel,Automatic,3175000.0,7,453571.43,8147.43
Hyundai Creta,SX,2023,28000,Petrol,Manual,1195000.0,3,398333.33,9333.33
Honda City,i VTEC SV,2016,76000,Petrol,Manual,450000.0,10,45000.0,7600.0
Tata Nexon,Creative AMT,2025,2100,Petrol,Automatic,990000.0,1,990000.0,2100.0
Toyota Innova Crysta,2.4 GX 7 STR AT,2022,47000,Diesel,Automatic,1839999.9999999998,4,460000.0,11750.0
Toyota Glanza,G,2022,33000,Petrol,Manual,650000.0,4,162500.0,8250.0
Kia Seltos,GTX Plus DCT,2020,32316,Petrol,Automatic,1025000.0,6,170833.33,5386.0
Land Rover Discovery Sport,TD4 SE 7S,2019,36000,Diesel,Automatic,2475000.0,7,353571.43,5142.86
Hyundai Grand i10,1.2 Kappa Sportz BSIV,2016,76656,Petrol,Manual,302000.0,10,30200.0,7665.6
Toyota Corolla Altis,1.8 GL,2018,53000,Petrol,Manual,750000.0,8,93750.0,6625.0
Mercedes-Benz E-Class,Expression E 220,2017,13500,Petrol,Automatic,3000000.0,9,333333.33,1500.0
Mercedes-Benz E-Class,Exclusive E 200,2021,20000,Petrol,Automatic,4950000.0,5,990000.0,4000.0
Maruti Suzuki Vitara Brezza,VDi Option,2018,63500,Diesel,Manual,484999.99999999994,8,60625.0,7937.5
Toyota Corolla Altis,1.8 VL CVT,2018,75000,Petrol,Automatic,1025000.0,8,128125.0,9375.0
Mahindra Thar,LX 4WD Hard Top Diesel AT BSVI,2023,30000,Diesel,Automatic,1490000.0,3,496666.67,10000.0
Audi Q8,55 TFSI Quattro BSVI,2020,50800,Petrol,Automatic,6500000.0,6,1083333.33,8466.67
Maruti Suzuki Swift,LXI Option,2016,71000,Petrol,Manual,345000.0,10,34500.0,7100.0
Tata Hexa,XT,2017,65000,Diesel,Manual,650000.0,9,72222.22,7222.22
Ford Ecosport,1.5 TDCi Titanium BSIV,2016,86000,Diesel,Manual,299000.0,10,29900.0,8600.0
Kia Carnival,Limousine Plus,2024,24960,Diesel,Automatic,5900000.0,2,2950000.0,12480.0
Maruti Suzuki Ertiga,VXI CNG 2022-2023,2022,60000,CNG,Manual,940000.0,4,235000.0,15000.0
BMW X1,sDrive20d Expedition,2019,45000,Diesel,Automatic,1900000.0,7,271428.57,6428.57
Toyota Hyryder,S HYBRID,2024,36000,Petrol,Automatic,1500000.0,2,750000.0,18000.0
Hyundai Tucson,2.0 e-VGT 2WD AT GL,2018,76000,Diesel,Automatic,975000.0,8,121875.0,9500.0
Toyota Innova Crysta,2.8 ZX AT BSIV,2017,130000,Diesel,Automatic,1300000.0,9,144444.44,14444.44
Ford Mustang,V8,2017,20000,Petrol,Automatic,6900000.0,9,766666.67,2222.22
Toyota Fortuner,2.8 2WD AT,2021,82000,Diesel,Automatic,2990000.0,5,598000.0,16400.0
Maruti Suzuki Jimny,Alpha Dual Tone,2024,18000,Petrol,Manual,1175000.0,2,587500.0,9000.0
Volkswagen Ameo,1.0 MPI Trendline,2019,48000,Petrol,Manual,350000.0,7,50000.0,6857.14
Toyota Fortuner,2.8 2WD AT BSIV,2017,134000,Diesel,Automatic,1948000.0,9,216444.44,14888.89
Mahindra Thar,LX 4WD Hard Top BSVI,2021,32000,Petrol,Manual,1050000.0,5,210000.0,6400.0
Mercedes-Benz GLA,200,2025,12000,Petrol,Automatic,4300000.0,1,4300000.0,12000.0
Ford Endeavour,3.2 Titanium AT 4X4,2017,152000,Diesel,Automatic,1530000.0,9,170000.0,16888.89
Hyundai Venue,S,2020,52000,Petrol,Manual,590000.0,6,98333.33,8666.67
Toyota Innova Hycross,ZX Hybrid,2024,27000,Petrol,Automatic,3375000.0,2,1687500.0,13500.0
Volvo XC60,Inscription D5,2020,43500,Diesel,Automatic,3900000.0,6,650000.0,7250.0
Hyundai i20,Magna,2025,2500,Petrol,Manual,725000.0,1,725000.0,2500.0
Maruti Suzuki Wagon R,CNG LXI,2022,48000,CNG,Manual,425000.0,4,106250.0,12000.0
Maruti Suzuki Ertiga,SHVS VDI,2017,52000,Diesel,Manual,540000.0,9,60000.0,5777.78
Audi A6,45 TFSI Technology WO Matrix BSVI,2020,13000,Petrol,Automatic,3600000.0,6,600000.0,2166.67
Mahindra Thar,LX 4WD Hard Top Diesel AT BSVI,2021,71000,Diesel,Automatic,1055000.0,5,211000.0,14200.0
Mahindra Thar,LX 4WD Hard Top Diesel BSVI,2023,52000,Diesel,Manual,1090000.0,3,363333.33,17333.33
Maruti Suzuki Swift Dzire,VXI 1.2,2017,66000,Petrol,Manual,375000.0,9,41666.67,7333.33
Volvo XC60,Momentum D4 BSIV,2018,60000,Diesel,Automatic,2900000.0,8,362500.0,7500.0
Toyota Fortuner,2.7 2WD AT BSIV,2018,87000,Petrol,Automatic,2125000.0,8,265625.0,10875.0
Tata Safari,XT Plus BSVI,2021,67421,Diesel,Manual,1098000.0,5,219600.0,13484.2
Tata Nexon,Creative Dark,2024,25592,Petrol,Manual,826000.0,2,413000.0,12796.0
Land Rover Discovery Sport,Petrol SE 7S,2019,58000,Petrol,Automatic,3700000.0,7,528571.43,8285.71
BMW 3 Series Long Wheelbase,330 Li Luxury Line,2022,28400,Petrol,Automatic,4150000.0,4,1037500.0,7100.0
Ford Ecosport,1.5 TDCi Titanium Plus BSIV,2017,55000,Diesel,Manual,449000.0,9,49888.89,6111.11
Volkswagen Ameo,1.2 MPI Highline,2016,51000,Petrol,Manual,325000.0,10,32500.0,5100.0
BMW 5 Series,520d Luxury Line,2020,12000,Diesel,Automatic,3900000.0,6,650000.0,2000.0
Renault Triber,RXT,2024,5800,Petrol,Manual,660000.0,2,330000.0,2900.0
Maruti Suzuki Ertiga,VXI,2019,51000,Petrol,Manual,725000.0,7,103571.43,7285.71
MG Hector,Sharp Diesel MT BSIV,2019,85000,Diesel,Manual,925000.0,7,132142.86,12142.86
Lexus LX,500d,2023,8000,Diesel,Automatic,27500000.0,3,9166666.67,2666.67
Hyundai Grand i10 Nios,Magna,2025,9000,Petrol,Manual,675000.0,1,675000.0,9000.0
MG Hector,Sharp AT BSIV,2021,45000,Petrol,Automatic,980000.0000000001,5,196000.0,9000.0
Kia Sonet,HTK Plus Turbo iMT,2023,34210,Petrol,Automatic,727000.0,3,242333.33,11403.33
Mercedes-Benz S-Class,S 350 d,2019,37000,Diesel,Automatic,6000000.0,7,857142.86,5285.71
Maruti Suzuki Grand Vitara,Alpha BSVI,2022,45000,Petrol,Manual,1125000.0,4,281250.0,11250.0
Maruti Suzuki Baleno,Alpha,2018,93556,Petrol,Manual,385000.0,8,48125.0,11694.5
Toyota Innova Hycross,G 7STR,2023,80000,Petrol,Automatic,1850000.0,3,616666.67,26666.67
Mercedes-Benz S-Class,S450 4Matic,2023,12000,Petrol,Automatic,13500000.0,3,4500000.0,4000.0
Maruti Suzuki Vitara Brezza,LXI,2020,67000,Petrol,Manual,615000.0,6,102500.0,11166.67
Toyota Innova Hycross,ZX(O) Hybrid,2025,27000,Petrol,Automatic,3470000.0000000005,1,3470000.0,27000.0
Renault Duster,Petrol RXS CVT,2019,60000,Petrol,Automatic,498000.00000000006,7,71142.86,8571.43
Kia Seltos,GTX Plus Diesel AT,2024,28000,Diesel,Automatic,1775000.0,2,887500.0,14000.0
Toyota Corolla Altis,1.8 VL CVT,2018,56000,Petrol,Automatic,990000.0,8,123750.0,7000.0
Maruti Suzuki Grand Vitara,Alpha Plus Hybrid CVT BSVI,2023,43000,Petrol,Automatic,1625000.0,3,541666.67,14333.33
Maruti Suzuki XL6,Alpha AT,2019,85000,Petrol,Automatic,745000.0,7,106428.57,12142.86
Toyota Innova Crysta,2.4 VX MT BSIV,2019,82000,Diesel,Manual,1550000.0,7,221428.57,11714.29
Maruti Suzuki XL6,Zeta,2021,78000,Petrol,Manual,815000.0,5,163000.0,15600.0
Hyundai Venue,S BSIV,2020,74600,Petrol,Manual,595000.0,6,99166.67,12433.33
BMW 7 Series,750Li Design Pure Excellence CBU,2016,48000,Petrol,Automatic,3300000.0,10,330000.0,4800.0
Porsche Cayenne Coupe,V6 BSVI,2023,11500,Petrol,Automatic,12300000.0,3,4100000.0,3833.33
Kia Seltos,HTK Plus G,2021,68000,Petrol,Manual,875000.0,5,175000.0,13600.0
Kia Seltos,HTX IVT G,2021,49246,Petrol,Automatic,1057000.0,5,211400.0,9849.2
Hyundai Alcazar,Signature (O) 7-Seater AT,2023,30000,Petrol,Automatic,1490000.0,3,496666.67,10000.0
Mercedes-Benz GLS,450 4matic,2024,10300,Petrol,Automatic,12100000.0,2,6050000.0,5150.0
Hyundai Creta,1.6 E Plus,2018,67800,Petrol,Manual,525000.0,8,65625.0,8475.0
Maruti Suzuki Grand Vitara,Zeta AT BSVI,2022,18500,Petrol,Automatic,1200000.0,4,300000.0,4625.0
Maruti Suzuki Grand Vitara,Zeta BSVI,2022,54000,Petrol,Manual,958000.0,4,239500.0,13500.0
Mercedes-Benz GLA,200,2025,5100,Petrol,Automatic,4500000.0,1,4500000.0,5100.0
Honda City,V CVT,2021,70000,Petrol,Automatic,894999.9999999999,5,179000.0,14000.0
Ford Ecosport,1.5 Petrol Titanium Plus AT BSIV,2017,71000,Petrol,Automatic,465000.00000000006,9,51666.67,7888.89
Toyota Land Cruiser 300,ZX,2023,9000,Diesel,Automatic,21000000.0,3,7000000.0,3000.0
BMW X1,sDrive 20d xLine,2017,63000,Diesel,Automatic,1325000.0,9,147222.22,7000.0
Honda WR-V,i-DTEC VX,2019,95000,Diesel,Manual,570000.0,7,81428.57,13571.43
Audi A3,35 TFSI Premium,2019,58000,Petrol,Automatic,1575000.0,7,225000.0,8285.71
MG Windsor EV,Essence,2024,22000,Electric,Automatic,1295000.0,2,647500.0,11000.0
Toyota Corolla Altis,Petrol LE,2015,38035,Petrol,Manual,601000.0,11,54636.36,3457.73
Hyundai Grand i10,Sportz,2016,74000,Petrol,Manual,320000.0,10,32000.0,7400.0
Toyota Corolla Altis,G AT,2016,68000,Petrol,Automatic,690000.0,10,69000.0,6800.0
Toyota Fortuner,4X4 Diesel AT,2024,14980,Diesel,Automatic,4500000.0,2,2250000.0,7490.0
Honda Amaze,S Petrol BSIV,2019,59000,Petrol,Manual,449000.0,7,64142.86,8428.57
Hyundai Alcazar,Executive,2024,12000,Petrol,Manual,1450000.0,2,725000.0,6000.0
Honda City,i VTEC CVT VX,2016,98000,Petrol,Automatic,595000.0,10,59500.0,9800.0
Mahindra Thar ROXX,AX7L RWD Diesel,2026,3000,Diesel,Manual,2150000.0,0,inf,inf
Mercedes-Benz E-Class,Expression E 200 BSIV,2018,20000,Petrol,Automatic,3200000.0,8,400000.0,2500.0
Kia Seltos,GTX Plus,2019,38000,Petrol,Manual,975000.0,7,139285.71,5428.57
Jeep Meridian,Overland 4x4 AT,2024,24000,Diesel,Automatic,2848000.0,2,1424000.0,12000.0
Maruti Suzuki Wagon R,VXI BS IV,2011,82000,Petrol,Manual,150000.0,15,10000.0,5466.67
Maruti Suzuki Grand Vitara,Zeta,2023,42000,Petrol,Manual,1125000.0,3,375000.0,14000.0
Honda City,i VTEC CVT VX,2017,125988,Petrol,Automatic,356000.0,9,39555.56,13998.67
Mercedes-Benz E-Class,Elite E 350d,2024,13000,Diesel,Automatic,6490000.000000001,2,3245000.0,6500.0
MG Astor,Sharp EX BSVI,2022,88000,Petrol,Manual,900000.0,4,225000.0,22000.0
Toyota Innova Crysta,2.4 ZX 7 STR AT,2021,65000,Diesel,Automatic,2100000.0,5,420000.0,13000.0
Ford Ecosport,1.5 Petrol Titanium Plus BSIV,2016,62000,Petrol,Manual,390000.0,10,39000.0,6200.0
Toyota Innova Crysta,2.4 G MT,2020,135000,Diesel,Manual,1395000.0,6,232500.0,22500.0
Kia Seltos,HTX IVT G,2020,50500,Petrol,Automatic,994999.9999999999,6,165833.33,8416.67
Jeep Compass,1.4 Limited Plus BSIV,2020,61000,Petrol,Automatic,1075000.0,6,179166.67,10166.67
Hyundai Alcazar,Signature (O) Turbo DCT,2024,31000,Petrol,Automatic,1625000.0,2,812500.0,15500.0
Mercedes-Benz GLC,Progressive 220d,2018,67000,Diesel,Automatic,2390000.0,8,298750.0,8375.0
Kia Seltos,HTK Plus,2023,40000,Petrol,Manual,1226000.0,3,408666.67,13333.33
Audi Q7,Technology,2023,32000,Petrol,Automatic,6650000.0,3,2216666.67,10666.67
Honda City,i VTEC VX,2017,85036,Petrol,Manual,433000.0,9,48111.11,9448.44
Hyundai Creta,1.6 E Plus,2020,64000,Petrol,Manual,695000.0,6,115833.33,10666.67
Mercedes-Benz GLC,220d 4MATIC,2022,70000,Diesel,Automatic,4300000.0,4,1075000.0,17500.0
Hyundai i20,Sportz IVT BSVI,2020,54000,Petrol,Automatic,625000.0,6,104166.67,9000.0
Audi Q3 Sportback,40TFSI Quattro,2023,12000,Petrol,Automatic,3700000.0,3,1233333.33,4000.0
Ford Ecosport,1.5 Petrol Trend Plus AT BSIV,2019,103265,Petrol,Automatic,411000.00000000006,7,58714.29,14752.14
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2018,30000,Petrol,Automatic,2900000.0,8,362500.0,3750.0
Toyota Innova Crysta,2.4 G 7 STR,2022,40000,Diesel,Manual,1800000.0,4,450000.0,10000.0
Hyundai Creta,EX BSVI,2021,31000,Petrol,Manual,869999.9999999999,5,174000.0,6200.0
Mercedes-Benz GLC,200,2022,40000,Petrol,Automatic,4399000.0,4,1099750.0,10000.0
BMW 7 Series,730Ld DPE Signature,2019,56000,Diesel,Automatic,4300000.0,7,614285.71,8000.0
Mercedes-Benz GLC,200,2022,45000,Petrol,Automatic,3790000.0,4,947500.0,11250.0
Hyundai Creta,E Diesel BSVI,2021,42000,Diesel,Manual,985000.0,5,197000.0,8400.0
Mercedes-Benz S-Class,S 450,2021,35000,Petrol,Automatic,8200000.0,5,1640000.0,7000.0
Tata Harrier,XZ BSVI,2021,170000,Diesel,Manual,1100000.0,5,220000.0,34000.0
Mercedes-Benz E-Class,Exclusive E 200 BSVI,2022,60000,Petrol,Automatic,4300000.0,4,1075000.0,15000.0
Kia Seltos,HTX Plus Diesel,2022,40300,Diesel,Manual,1200000.0,4,300000.0,10075.0
BMW X1,sDrive 20d xLine,2016,69000,Diesel,Automatic,1090000.0,10,109000.0,6900.0
Hyundai Creta,EX,2023,30000,Petrol,Manual,1160000.0,3,386666.67,10000.0
Toyota Innova Crysta,2.7 ZX AT BSIV,2016,72000,Petrol,Automatic,1150000.0,10,115000.0,7200.0
Hyundai Grand i10,1.2 CRDi Sportz,2019,84000,Diesel,Manual,385000.0,7,55000.0,12000.0
Toyota Corolla Altis,1.8 G,2017,60000,Petrol,Manual,745000.0,9,82777.78,6666.67
Kia Seltos,GTX Plus Turbo DCT,2024,10000,Petrol,Automatic,1889999.9999999998,2,945000.0,5000.0
Renault Triber,RXZ EASY-R AMT,2023,16742,Petrol,Automatic,649000.0,3,216333.33,5580.67
Hyundai Grand i10 Nios,Asta,2020,46000,Petrol,Manual,449000.0,6,74833.33,7666.67
Hyundai i20,Asta Option CVT BSIV,2019,62000,Petrol,Automatic,550000.0,7,78571.43,8857.14
Hyundai Creta,SX BSVI,2021,48000,Petrol,Manual,1300000.0,5,260000.0,9600.0
Honda City,ZX CVT,2022,41000,Petrol,Automatic,1050000.0,4,262500.0,10250.0
Lexus ES,300h Luxury 2020-2022,2021,24000,Petrol,Automatic,3700000.0,5,740000.0,4800.0
Honda City,i-VTEC VX,2018,68000,Petrol,Manual,630000.0,8,78750.0,8500.0
Hyundai Creta,1.6 SX Automatic,2019,74000,Petrol,Automatic,900000.0,7,128571.43,10571.43
Mercedes-Benz CLA,200 CGI Sport,2017,47000,Petrol,Automatic,1590000.0,9,176666.67,5222.22
MG Hector,Sharp DCT,2020,53053,Petrol,Automatic,993000.0,6,165500.0,8842.17
Audi Q7,Technology,2025,12000,Petrol,Automatic,7950000.0,1,7950000.0,12000.0
Tata Nexon,1.2 Revotron XM,2020,85000,Petrol,Manual,620000.0,6,103333.33,14166.67
Hyundai Creta,SX Diesel BSVI,2022,53000,Diesel,Manual,1150000.0,4,287500.0,13250.0
Hyundai Creta,S Plus Knight,2023,51000,Petrol,Manual,1199000.0,3,399666.67,17000.0
BMW X4,M Sport X xDrive20d,2020,49000,Diesel,Automatic,3290000.0,6,548333.33,8166.67
Toyota Fortuner,2.8 2WD AT BSIV,2017,120000,Diesel,Automatic,2200000.0,9,244444.44,13333.33
BMW X4,M Sport X xDrive20d,2020,49000,Diesel,Automatic,3490000.0,6,581666.67,8166.67
Toyota Innova Crysta,2.4 VX MT BSIV,2018,63000,Diesel,Manual,1445000.0,8,180625.0,7875.0
Mercedes-Benz GLB,200 Progressive Line,2024,2700,Petrol,Automatic,4890000.0,2,2445000.0,1350.0
Hyundai Xcent,1.2 VTVT E Plus,2018,64000,Petrol,Manual,400000.0,8,50000.0,8000.0
Kia Seltos,GTX Plus Diesel AT,2022,63842,Diesel,Automatic,1243000.0,4,310750.0,15960.5
Kia Seltos,HTK Plus G,2021,50000,Petrol,Manual,894999.9999999999,5,179000.0,10000.0
Kia Carens,Luxury Turbo 2022-2023,2022,45000,Petrol,Manual,1075000.0,4,268750.0,11250.0
Audi A6,35 TFSI,2017,70000,Petrol,Automatic,1750000.0,9,194444.44,7777.78
Honda City,i VTEC CVT VX,2016,67437,Petrol,Automatic,428000.0,10,42800.0,6743.7
Kia Seltos,HTX (O) iVT,2022,77455,Petrol,Automatic,973000.0,4,243250.0,19363.75
Honda Amaze,S i-Vtech,2013,50000,Petrol,Manual,196000.0,13,15076.92,3846.15
Hyundai Creta,SX Turbo Dualtone BSVI,2020,71000,Petrol,Automatic,1125000.0,6,187500.0,11833.33
Honda City,V,2018,48514,Petrol,Manual,589000.0,8,73625.0,6064.25
Toyota Corolla Altis,1.8 J,2011,60000,Petrol,Manual,200000.0,15,13333.33,4000.0
Honda City,i-VTEC CVT ZX,2018,85000,Petrol,Automatic,550000.0,8,68750.0,10625.0
Honda City,i VTEC V,2016,44000,Petrol,Manual,490000.00000000006,10,49000.0,4400.0
Kia Sonet,HTK (O),2024,32000,Petrol,Manual,875000.0,2,437500.0,16000.0
Toyota Etios,V,2011,100000,Petrol,Manual,181000.0,15,12066.67,6666.67
Tata Tigor,XZ Plus,2023,40000,Petrol,Manual,749000.0,3,249666.67,13333.33
Honda Jazz,1.2 V AT i VTEC,2017,72000,Petrol,Automatic,399000.0,9,44333.33,8000.0
Jeep Compass,1.4 Sport,2018,58000,Petrol,Manual,750000.0,8,93750.0,7250.0
Kia Carens,Luxury Plus Diesel AT 6 STR BSVI,2022,80500,Diesel,Automatic,1395000.0,4,348750.0,20125.0
Audi A4,35 TDI Technology,2017,78000,Diesel,Automatic,1300000.0,9,144444.44,8666.67
Hyundai Creta,EX(O) iVT,2025,11000,Petrol,Automatic,1450000.0,1,1450000.0,11000.0
Ford Ecosport,Titanium,2019,36625,Petrol,Manual,577000.0,7,82428.57,5232.14
Mercedes-Benz C-Class,C 200 AVANTGARDE,2015,90000,Petrol,Automatic,1500000.0,11,136363.64,8181.82
Toyota Corolla Altis,1.8 G,2018,31000,Petrol,Manual,1025000.0,8,128125.0,3875.0
Tata Curvv,Accomplished S Hyperion DCA,2025,7000,Petrol,Automatic,1299000.0,1,1299000.0,7000.0
Hyundai Creta,1.6 VTVT SX Plus,2016,81000,Petrol,Manual,560000.0,10,56000.0,8100.0
Honda Amaze,S i-Vtech,2013,50000,Petrol,Manual,215000.0,13,16538.46,3846.15
Hyundai Grand i10,AT Asta,2015,96000,Petrol,Automatic,375000.0,11,34090.91,8727.27
Ford Ecosport,1.5 Ti VCT AT Titanium,2015,76000,Petrol,Automatic,385000.0,11,35000.0,6909.09
Honda WR-V,i-VTEC VX,2018,60000,Petrol,Manual,480000.0,8,60000.0,7500.0
Hyundai i20,Asta Option CVT BSIV,2019,62000,Petrol,Automatic,540000.0,7,77142.86,8857.14
Honda City,i VTEC CVT VX,2016,45000,Petrol,Automatic,500000.0,10,50000.0,4500.0
Ford Ecosport,1.5 Petrol Titanium Plus AT BSIV,2019,66000,Petrol,Automatic,585000.0,7,83571.43,9428.57
Honda Amaze,S i-Vtech,2013,59000,Petrol,Manual,300000.0,13,23076.92,4538.46
Land Rover Discovery Sport,Dynamic SE Diesel,2022,48000,Diesel,Automatic,4250000.0,4,1062500.0,12000.0
Jeep Compass,1.4 Limited Opt DCT BSVI,2021,58000,Petrol,Automatic,1350000.0,5,270000.0,11600.0
Maruti Suzuki Ciaz,ZXi,2014,43627,Petrol,Manual,450000.0,12,37500.0,3635.58
Hyundai Grand i10,1.2 Kappa Magna AT,2019,65000,Petrol,Automatic,465000.00000000006,7,66428.57,9285.71
Jeep Compass,1.4 Longitude Option BSIV,2019,42571,Petrol,Automatic,847000.0000000001,7,121000.0,6081.57
Toyota Etios,G,2013,19000,Petrol,Manual,550000.0,13,42307.69,1461.54
Toyota Corolla Altis,GL MT,2014,76000,Petrol,Manual,409999.99999999994,12,34166.67,6333.33
Hyundai Creta,SX Opt Turbo BSVI,2020,37960,Petrol,Automatic,1038000.0000000001,6,173000.0,6326.67
Hyundai Grand i10,Sportz,2014,48785,Petrol,Manual,350000.0,12,29166.67,4065.42
Ford Ecosport,1.5 Petrol Titanium Plus BSIV,2016,21000,Petrol,Manual,434999.99999999994,10,43500.0,2100.0
Hyundai i20,Sportz BSVI,2025,21264,Petrol,Manual,715000.0,1,715000.0,21264.0
Maruti Suzuki Ciaz,Delta BSVI,2021,110000,Petrol,Manual,850000.0,5,170000.0,22000.0
Toyota Corolla Altis,Petrol LE,2015,72816,Petrol,Manual,532000.0,11,48363.64,6619.64
Maruti Suzuki Ciaz,1.4 Delta,2018,64000,Petrol,Manual,465000.00000000006,8,58125.0,8000.0
Mercedes-Benz GLE,300d 4Matic,2024,12000,Diesel,Automatic,7800000.0,2,3900000.0,6000.0
Tata Indigo,GLS,2017,50000,Petrol,Manual,220000.00000000003,9,24444.44,5555.56
Hyundai Grand i10,1.2 Kappa Sportz Option AT,2017,36000,Petrol,Automatic,385000.0,9,42777.78,4000.0
Hyundai i20,Magna Plus BSIV,2019,37531,Petrol,Manual,468000.0,7,66857.14,5361.57
Mercedes-Benz E-Class,Expression E 200 BSIV,2019,28000,Petrol,Automatic,3590000.0,7,512857.14,4000.0
Honda Amaze,S Option i-VTEC,2017,80000,Petrol,Manual,310000.0,9,34444.44,8888.89
BMW 3 Series GT,M Sport Petrol,2019,60000,Petrol,Automatic,2550000.0,7,364285.71,8571.43
Honda Amaze 2nd Gen,S,2023,52000,Petrol,Manual,610000.0,3,203333.33,17333.33
