Model,Variant,Year,Odometer_Reading,Fuel_type,Transmission,Price,Car_age,Brand,Price_per_year,KM_per_year,Car_type
Toyota Innova Crysta,2.8 GX AT BSIV,2018,137000,Diesel,Automatic,1275000.0,8,Toyota,159375.0,17125.0,Non-Luxury
Hyundai Creta,SX (O) Turbo DCT,2024,13185,Petrol,Automatic,1570000.0,2,Hyundai,785000.0,6592.5,Non-Luxury
MG Hector,1.5 Turbo Sharp pro CVT BSVI,2023,55188,Petrol,Automatic,1383000.0,3,MG,461000.0,18396.0,Non-Luxury
Jeep Meridian,Limited Opt AT 4x4,2024,19000,Diesel,Automatic,2795000.0,2,Jeep,1397500.0,9500.0,Non-Luxury
Jeep Meridian,Limited Opt AT BSVI,2022,82000,Diesel,Automatic,2095000.0,4,Jeep,523750.0,20500.0,Non-Luxury
Mercedes-Benz GLS,400d 4MATIC BSVI,2021,42000,Diesel,Automatic,8190000.000000001,5,Mercedes-Benz,1638000.0,8400.0,Luxury
Audi Q7,45 TFSI Technology,2019,90000,Petrol,Automatic,3490000.0,7,Audi,498571.43,12857.14,Non-Luxury
Hyundai Grand i10,Prime T Plus CNG,2018,68000,CNG,Manual,390000.0,8,Hyundai,48750.0,8500.0,Non-Luxury
MG Hector Plus,1.5 Turbo Sharp Pro 7 Str BSVI,2023,19985,Petrol,Manual,1238000.0,3,MG,412666.67,6661.67,Non-Luxury
Kia Seltos,GTX DCT,2021,73052,Petrol,Automatic,771000.0,5,Kia,154200.0,14610.4,Non-Luxury
Hyundai Creta,1.6 VTVT AT SX Plus,2017,76258,Petrol,Automatic,539000.0,9,Hyundai,59888.89,8473.11,Non-Luxury
Mahindra Scorpio,S4 Plus,2017,60000,Diesel,Manual,690000.0,9,Mahindra,76666.67,6666.67,Non-Luxury
Kia Sonet,GTX Plus Turbo DCT BSVI,2023,20000,Petrol,Automatic,1099000.0,3,Kia,366333.33,6666.67,Non-Luxury
Mahindra Thar,LX 4WD Hard Top BSVI,2021,90000,Petrol,Manual,950000.0,5,Mahindra,190000.0,18000.0,Non-Luxury
Honda Jazz,1.2 V AT i VTEC,2015,76000,Petrol,Automatic,410000.0,11,Honda,37272.73,6909.09,Non-Luxury
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2018,48000,Petrol,Automatic,2890000.0,8,Mercedes-Benz,361250.0,6000.0,Non-Luxury
Hyundai Grand i10,1.2 Kappa Magna AT,2018,55000,Petrol,Automatic,425000.0,8,Hyundai,53125.0,6875.0,Non-Luxury
Mahindra Thar,LX 4WD Hard Top AT BSVI,2023,21000,Petrol,Automatic,1375000.0,3,Mahindra,458333.33,7000.0,Non-Luxury
Mercedes-Benz GLS,350d 4MATIC,2017,126000,Diesel,Automatic,2200000.0,9,Mercedes-Benz,244444.44,14000.0,Non-Luxury
BMW X1,sDrive 20d xLine,2018,52000,Diesel,Automatic,1789999.9999999998,8,BMW,223750.0,6500.0,Non-Luxury
Hyundai Grand i10,1.2 Kappa Sportz Option AT,2018,63174,Petrol,Automatic,360000.0,8,Hyundai,45000.0,7896.75,Non-Luxury
Toyota Fortuner,4X2 AT BSVI,2023,28000,Petrol,Automatic,3300000.0,3,Toyota,1100000.0,9333.33,Non-Luxury
BMW X1,sDrive 20d xLine,2017,40000,Diesel,Automatic,1590000.0,9,BMW,176666.67,4444.44,Non-Luxury
Mercedes-Benz GLC,300,2025,6800,Petrol,Automatic,7500000.0,1,Mercedes-Benz,7500000.0,6800.0,Luxury
Audi Q3 Sportback,Technology,2023,12000,Petrol,Automatic,3700000.0,3,Audi,1233333.33,4000.0,Non-Luxury
Tata Curvv,Accomplished S DCA,2024,10000,Petrol,Automatic,1310000.0,2,Tata,655000.0,5000.0,Non-Luxury
Mercedes-Benz GLE,300d 4Matic,2024,36800,Diesel,Automatic,8400000.0,2,Mercedes-Benz,4200000.0,18400.0,Luxury
Volvo S60,D4 Momentum BSIV,2018,40000,Diesel,Automatic,1490000.0,8,Volvo,186250.0,5000.0,Non-Luxury
Tata Curvv,Accomplished S DCA,2025,15000,Petrol,Automatic,1278000.0,1,Tata,1278000.0,15000.0,Non-Luxury
Mercedes-Benz E-Class,Exclusive E 200 BSVI,2021,59000,Petrol,Automatic,4350000.0,5,Mercedes-Benz,870000.0,11800.0,Non-Luxury
Mercedes-Benz GLS,450d 4matic,2024,24500,Diesel,Automatic,11800000.0,2,Mercedes-Benz,5900000.0,12250.0,Luxury
Toyota Innova Crysta,2.7 GX AT BSIV,2018,62000,Petrol,Automatic,1350000.0,8,Toyota,168750.0,7750.0,Non-Luxury
Audi Q2,Technology,2021,76000,Petrol,Automatic,1850000.0,5,Audi,370000.0,15200.0,Non-Luxury
Ford Ecosport,1.5 Petrol Titanium Plus BSIV,2016,20000,Petrol,Manual,440000.00000000006,10,Ford,44000.0,2000.0,Non-Luxury
Mercedes-Benz E-Class,Exclusive E 200,2023,6600,Petrol,Automatic,6150000.0,3,Mercedes-Benz,2050000.0,2200.0,Luxury
Mercedes-Benz GLC,200,2022,74142,Petrol,Automatic,3850000.0,4,Mercedes-Benz,962500.0,18535.5,Non-Luxury
Mercedes-Benz GLS,400d 4MATIC BSVI,2022,45000,Diesel,Automatic,8790000.0,4,Mercedes-Benz,2197500.0,11250.0,Luxury
Honda Amaze 2nd Gen,S,2023,68000,Petrol,Manual,625000.0,3,Honda,208333.33,22666.67,Non-Luxury
Mercedes-Benz E-Class,Expression E 200 BSIV,2019,88700,Petrol,Automatic,3200000.0,7,Mercedes-Benz,457142.86,12671.43,Non-Luxury
Toyota Innova Crysta,2.4 G 7 STR,2021,65000,Diesel,Manual,1450000.0,5,Toyota,290000.0,13000.0,Non-Luxury
Honda City,i VTEC V,2016,82000,Petrol,Manual,499000.0,10,Honda,49900.0,8200.0,Non-Luxury
Honda City,i VTEC SV,2016,83000,Petrol,Manual,425000.0,10,Honda,42500.0,8300.0,Non-Luxury
Mercedes-Benz E-Class,Exclusive E 200,2023,16300,Petrol,Automatic,6000000.0,3,Mercedes-Benz,2000000.0,5433.33,Luxury
Mercedes-Benz C-Class,C 250 CDI Avantgarde,2018,75000,Diesel,Automatic,1850000.0,8,Mercedes-Benz,231250.0,9375.0,Non-Luxury
Honda Amaze 2nd Gen,S BSVI,2022,39000,Petrol,Manual,585000.0,4,Honda,146250.0,9750.0,Non-Luxury
Kia Seltos,GTX Plus,2021,54000,Petrol,Manual,1100000.0,5,Kia,220000.0,10800.0,Non-Luxury
Mercedes-Benz GLC,300,2024,9600,Petrol,Automatic,6500000.0,2,Mercedes-Benz,3250000.0,4800.0,Luxury
Honda City,i VTEC V,2017,77000,Petrol,Manual,490000.00000000006,9,Honda,54444.44,8555.56,Non-Luxury
Mercedes-Benz E-Class,E 200 CGI,2017,34000,Petrol,Automatic,2490000.0,9,Mercedes-Benz,276666.67,3777.78,Non-Luxury
Volvo XC60,B5 Ultimate,2025,26000,Petrol,Automatic,5350000.0,1,Volvo,5350000.0,26000.0,Luxury
Kia Seltos,HTK Plus (O) iVT,2025,11023,Petrol,Automatic,1525000.0,1,Kia,1525000.0,11023.0,Non-Luxury
Honda City,i VTEC CVT SV,2014,78000,Petrol,Automatic,320000.0,12,Honda,26666.67,6500.0,Non-Luxury
Mercedes-Benz E-Class,Exclusive E 220d,2021,45200,Diesel,Automatic,4250000.0,5,Mercedes-Benz,850000.0,9040.0,Non-Luxury
Honda City,i VTEC V,2016,3800,Petrol,Manual,575000.0,10,Honda,57500.0,380.0,Non-Luxury
Lexus ES,300h Exquisite,2023,38000,Petrol,Automatic,4490000.0,3,Lexus,1496666.67,12666.67,Non-Luxury
Honda Amaze 2nd Gen,S BSVI,2022,45000,Petrol,Manual,600000.0,4,Honda,150000.0,11250.0,Non-Luxury
Mercedes-Benz GLS,450 4MATIC BSVI,2022,34000,Petrol,Automatic,8700000.0,4,Mercedes-Benz,2175000.0,8500.0,Luxury
Maruti Suzuki Grand Vitara,Zeta AT,2023,55000,Petrol,Automatic,1099000.0,3,Maruti Suzuki,366333.33,18333.33,Non-Luxury
Toyota Innova Crysta,2.4 ZX MT BSIV,2017,207000,Diesel,Manual,1149000.0,9,Toyota,127666.67,23000.0,Non-Luxury
BMW 3 Series GT,Luxury Line,2019,39000,Diesel,Automatic,2290000.0,7,BMW,327142.86,5571.43,Non-Luxury
Land Rover Range Rover Sport,2.0 Petrol HSE,2021,50000,Petrol,Automatic,7200000.0,5,Land Rover,1440000.0,10000.0,Luxury
Hyundai Alcazar,Platinum 7-Seater Diesel,2023,65000,Diesel,Manual,1350000.0,3,Hyundai,450000.0,21666.67,Non-Luxury
Ford Ecosport,1.5 Petrol Titanium,2020,17000,Petrol,Manual,675000.0,6,Ford,112500.0,2833.33,Non-Luxury
Mercedes-Benz E-Class,Expression E 200 BSIV,2018,65000,Petrol,Automatic,2750000.0,8,Mercedes-Benz,343750.0,8125.0,Non-Luxury
Maruti Suzuki Alto K10,VXI S-CNG,2024,20000,CNG,Manual,480000.0,2,Maruti Suzuki,240000.0,10000.0,Non-Luxury
Volkswagen Taigun,1.0 Highline AT,2025,781,Petrol,Automatic,1350000.0,1,Volkswagen,1350000.0,781.0,Non-Luxury
Ford Ecosport,1.5 TDCi Titanium BSIV,2017,75000,Diesel,Manual,425000.0,9,Ford,47222.22,8333.33,Non-Luxury
BMW X7,xDrive 40i M Sport,2022,29000,Petrol,Automatic,8500000.0,4,BMW,2125000.0,7250.0,Luxury
Hyundai Creta,SX Opt Turbo BSVI,2021,89903,Petrol,Automatic,984000.0,5,Hyundai,196800.0,17980.6,Non-Luxury
Honda City,CVT,2024,12744,Petrol,Automatic,1525000.0,2,Honda,762500.0,6372.0,Non-Luxury
BMW 5 Series,530i M Sport,2021,37400,Petrol,Automatic,4650000.0,5,BMW,930000.0,7480.0,Non-Luxury
Kia Carnival,Limousine Plus,2022,98000,Diesel,Automatic,2590000.0,4,Kia,647500.0,24500.0,Non-Luxury
Mercedes-Benz GLC,220d 4MATIC Sport,2018,33000,Diesel,Automatic,2350000.0,8,Mercedes-Benz,293750.0,4125.0,Non-Luxury
BMW XM,xDrive,2024,26000,Petrol,Automatic,14500000.0,2,BMW,7250000.0,13000.0,Luxury
Honda WR-V,i-VTEC VX,2019,25000,Petrol,Manual,675000.0,7,Honda,96428.57,3571.43,Non-Luxury
Tata Tiago NRG,Petrol,2018,85225,Petrol,Manual,315000.0,8,Tata,39375.0,10653.12,Non-Luxury
Maruti Suzuki Swift Dzire,LDI,2017,65000,Diesel,Manual,345000.0,9,Maruti Suzuki,38333.33,7222.22,Non-Luxury
Honda City,i-VTEC ZX,2019,46097,Petrol,Manual,715000.0,7,Honda,102142.86,6585.29,Non-Luxury
Mercedes-Benz GLC,200,2022,25856,Petrol,Automatic,4900000.0,4,Mercedes-Benz,1225000.0,6464.0,Non-Luxury
BMW X7,xDrive 40i M Sport,2020,77215,Petrol,Automatic,6300000.0,6,BMW,1050000.0,12869.17,Luxury
Maruti Suzuki Grand Vitara,Delta AT,2023,33000,Petrol,Automatic,1125000.0,3,Maruti Suzuki,375000.0,11000.0,Non-Luxury
Honda Elevate,ZX CVT Dual Tone,2024,17000,Petrol,Automatic,1425000.0,2,Honda,712500.0,8500.0,Non-Luxury
Honda City,i-VTEC CVT ZX,2018,33000,Petrol,Automatic,750000.0,8,Honda,93750.0,4125.0,Non-Luxury
Tata Nexon EV,XZ Plus,2023,37846,Electric,Automatic,800000.0,3,Tata,266666.67,12615.33,Non-Luxury
Mercedes-Benz CLA,200 CGI Sport,2018,48000,Petrol,Automatic,1798999.9999999998,8,Mercedes-Benz,224875.0,6000.0,Non-Luxury
Hyundai i10,Era,2015,71000,Petrol,Manual,335000.0,11,Hyundai,30454.55,6454.55,Non-Luxury
Ford Ecosport,1.5 Diesel Titanium Plus BSIV,2017,72000,Diesel,Manual,450000.0,9,Ford,50000.0,8000.0,Non-Luxury
Mahindra Scorpio N,Z8L Diesel 4x4 2023-2025,2024,21000,Diesel,Manual,2275000.0,2,Mahindra,1137500.0,10500.0,Non-Luxury
Hyundai Creta,1.6 VTVT SX Plus,2017,79000,Petrol,Manual,575000.0,9,Hyundai,63888.89,8777.78,Non-Luxury
Mercedes-Benz C-Class,C 200 CGI,2016,60000,Petrol,Automatic,1550000.0,10,Mercedes-Benz,155000.0,6000.0,Non-Luxury
Honda Jazz,1.2 V i VTEC,2016,52000,Petrol,Manual,335000.0,10,Honda,33500.0,5200.0,Non-Luxury
MG Comet EV,Play,2023,36000,Electric,Automatic,649000.0,3,MG,216333.33,12000.0,Non-Luxury
Mercedes-Benz GLC,300,2024,8600,Petrol,Automatic,6500000.0,2,Mercedes-Benz,3250000.0,4300.0,Luxury
Maruti Suzuki Grand Vitara,Zeta AT,2023,39000,Petrol,Automatic,1149000.0,3,Maruti Suzuki,383000.0,13000.0,Non-Luxury
Kia Seltos,HTX IVT G,2021,29000,Petrol,Automatic,1090000.0,5,Kia,218000.0,5800.0,Non-Luxury
BMW X5,xDrive40i xLine,2025,3000,Petrol,Automatic,9500000.0,1,BMW,9500000.0,3000.0,Luxury
Mercedes-Benz GLC,220d 4MATIC Sport,2017,75000,Diesel,Automatic,1925000.0,9,Mercedes-Benz,213888.89,8333.33,Non-Luxury
Mercedes-Benz E-Class,Elite E 350d,2024,9000,Diesel,Automatic,6800000.0,2,Mercedes-Benz,3400000.0,4500.0,Luxury
Renault KWID,RXL,2016,60000,Petrol,Manual,165000.0,10,Renault,16500.0,6000.0,Non-Luxury
Lexus NX,350h Exquisite,2024,13000,Petrol,Automatic,6800000.0,2,Lexus,3400000.0,6500.0,Luxury
Mercedes-Benz GLC,200,2022,26000,Petrol,Automatic,4250000.0,4,Mercedes-Benz,1062500.0,6500.0,Non-Luxury
BMW X1,sDrive 20d xLine,2018,70000,Diesel,Automatic,1700000.0,8,BMW,212500.0,8750.0,Non-Luxury
Mercedes-Benz GLC,220d 4MATIC Style,2017,91000,Diesel,Automatic,1700000.0,9,Mercedes-Benz,188888.89,10111.11,Non-Luxury
Hyundai Grand i10 Nios,Asta,2025,2000,Petrol,Manual,699000.0,1,Hyundai,699000.0,2000.0,Non-Luxury
Honda Jazz,1.2 V AT i VTEC,2015,88047,Petrol,Automatic,321000.0,11,Honda,29181.82,8004.27,Non-Luxury
Maruti Suzuki Ciaz,Delta BSIV,2019,82000,Petrol,Manual,550000.0,7,Maruti Suzuki,78571.43,11714.29,Non-Luxury
Honda City,i VTEC SV,2016,67000,Petrol,Manual,375000.0,10,Honda,37500.0,6700.0,Non-Luxury
Ford Freestyle,Titanium Plus,2020,95186,Petrol,Manual,363000.0,6,Ford,60500.0,15864.33,Non-Luxury
Maruti Suzuki Ciaz,1.4 Delta,2018,61000,Petrol,Manual,515000.00000000006,8,Maruti Suzuki,64375.0,7625.0,Non-Luxury
Tata Safari,XT Plus BSVI,2023,48000,Diesel,Manual,1475000.0,3,Tata,491666.67,16000.0,Non-Luxury
Lexus RX,350h Luxury Lexus Premium System,2025,4000,Petrol,Automatic,8900000.0,1,Lexus,8900000.0,4000.0,Luxury
Maruti Suzuki Grand Vitara,Delta AT,2024,56000,Petrol,Automatic,1078000.0,2,Maruti Suzuki,539000.0,28000.0,Non-Luxury
Honda WR-V,i-VTEC VX,2017,52000,Petrol,Manual,475000.0,9,Honda,52777.78,5777.78,Non-Luxury
Mahindra XUV500,W11 Option AT BSIV,2019,68000,Diesel,Automatic,975000.0,7,Mahindra,139285.71,9714.29,Non-Luxury
Volvo XC40,B4 Ultimate BSVI,2022,38000,Petrol,Automatic,3075000.0,4,Volvo,768750.0,9500.0,Non-Luxury
Mercedes-Benz E-Class,E350 CDI Avantgrade,2017,46000,Diesel,Automatic,2100000.0,9,Mercedes-Benz,233333.33,5111.11,Non-Luxury
Jeep Compass,1.4 Sport,2020,12000,Petrol,Manual,849000.0,6,Jeep,141500.0,2000.0,Non-Luxury
Audi Q7,45 TDI Quattro Premium Plus,2016,80000,Diesel,Automatic,2275000.0,10,Audi,227500.0,8000.0,Non-Luxury
Mercedes-Benz GLC,200,2022,25896,Petrol,Automatic,4900000.0,4,Mercedes-Benz,1225000.0,6474.0,Non-Luxury
Maruti Suzuki Ciaz,ZXi,2016,100000,Petrol,Manual,325000.0,10,Maruti Suzuki,32500.0,10000.0,Non-Luxury
Toyota Corolla Altis,G MT,2015,40659,Petrol,Manual,429000.0,11,Toyota,39000.0,3696.27,Non-Luxury
Skoda Octavia,Laurin and Klement,2022,44000,Petrol,Automatic,2275000.0,4,Skoda,568750.0,11000.0,Non-Luxury
Nissan Teana,XV,2012,79000,Petrol,Automatic,350000.0,14,Nissan,25000.0,5642.86,Non-Luxury
Hyundai Venue,SX Diesel,2021,71183,Diesel,Manual,708000.0,5,Hyundai,141600.0,14236.6,Non-Luxury
Maruti Suzuki Baleno,Zeta,2020,65000,Petrol,Manual,465000.00000000006,6,Maruti Suzuki,77500.0,10833.33,Non-Luxury
MG Hector,1.5 Turbo Sharp pro CVT BSVI,2019,104398,Petrol,Automatic,755000.0,7,MG,107857.14,14914.0,Non-Luxury
Hyundai Grand i10,1.2 Kappa Magna AT,2017,34686,Petrol,Automatic,331000.0,9,Hyundai,36777.78,3854.0,Non-Luxury
Maruti Suzuki Celerio,Green VXI Optional,2017,28976,CNG,Manual,300000.0,9,Maruti Suzuki,33333.33,3219.56,Non-Luxury
Toyota Corolla Altis,1.8 J,2015,80000,Petrol,Manual,390000.0,11,Toyota,35454.55,7272.73,Non-Luxury
Jeep Compass,1.4 Limited Option,2020,72000,Petrol,Automatic,1170000.0,6,Jeep,195000.0,12000.0,Non-Luxury
Hyundai Aura,SX Plus AMT,2020,38000,Petrol,Automatic,545000.0,6,Hyundai,90833.33,6333.33,Non-Luxury
Toyota Corolla Altis,G MT,2015,70000,Petrol,Manual,515000.00000000006,11,Toyota,46818.18,6363.64,Non-Luxury
Hyundai Venue N Line,N8 turbo DCT BSVI,2022,17000,Petrol,Automatic,925000.0,4,Hyundai,231250.0,4250.0,Non-Luxury
Hyundai i20 N-Line,N8 DCT BSVI,2022,37000,Petrol,Automatic,875000.0,4,Hyundai,218750.0,9250.0,Non-Luxury
Hyundai Creta,S plus Knight Diesel,2023,25164,Diesel,Manual,1093000.0,3,Hyundai,364333.33,8388.0,Non-Luxury
Land Rover Discovery 4,SDV6 HSE,2016,100000,Diesel,Automatic,1575000.0,10,Land Rover,157500.0,10000.0,Non-Luxury
Honda City,ZX CVT,2019,78530,Petrol,Automatic,696000.0,7,Honda,99428.57,11218.57,Non-Luxury
Audi A4,35 TDI Premium Plus,2017,90000,Diesel,Automatic,1390000.0,9,Audi,154444.44,10000.0,Non-Luxury
Mercedes-Benz A-Class Limousine,A 200,2025,10000,Petrol,Automatic,3500000.0,1,Mercedes-Benz,3500000.0,10000.0,Non-Luxury
Honda City,i-VTEC CVT VX,2018,68000,Petrol,Automatic,695000.0,8,Honda,86875.0,8500.0,Non-Luxury
Jeep Meridian,Limited Opt AT 4x4 BSVI,2022,65000,Diesel,Automatic,2100000.0,4,Jeep,525000.0,16250.0,Non-Luxury
Hyundai Grand i10 Nios,Corp Edition,2022,52000,Petrol,Manual,511000.00000000006,4,Hyundai,127750.0,13000.0,Non-Luxury
BMW X1,sDrive 20d xLine,2018,48000,Diesel,Automatic,1789999.9999999998,8,BMW,223750.0,6000.0,Non-Luxury
Mercedes-Benz E-Class,Expression E 200 BSIV,2019,32000,Petrol,Automatic,3800000.0,7,Mercedes-Benz,542857.14,4571.43,Non-Luxury
Kia Carens,Luxury Plus Diesel 7Str BSVI,2022,69000,Diesel,Manual,1290000.0,4,Kia,322500.0,17250.0,Non-Luxury
Mercedes-Benz E-Class,E250 Edition E,2017,72000,Diesel,Automatic,1490000.0,9,Mercedes-Benz,165555.56,8000.0,Non-Luxury
Honda Jazz,1.2 V AT i VTEC,2017,51918,Petrol,Automatic,395000.0,9,Honda,43888.89,5768.67,Non-Luxury
Mercedes-Benz GLC,200,2022,38000,Petrol,Automatic,4500000.0,4,Mercedes-Benz,1125000.0,9500.0,Non-Luxury
Jaguar F-Pace,Prestige 2.0 AWD,2019,57032,Diesel,Automatic,3175000.0,7,Jaguar,453571.43,8147.43,Non-Luxury
Hyundai Creta,SX,2023,28000,Petrol,Manual,1195000.0,3,Hyundai,398333.33,9333.33,Non-Luxury
Honda City,i VTEC SV,2016,76000,Petrol,Manual,450000.0,10,Honda,45000.0,7600.0,Non-Luxury
Tata Nexon,Creative AMT,2025,2100,Petrol,Automatic,990000.0,1,Tata,990000.0,2100.0,Non-Luxury
Toyota Innova Crysta,2.4 GX 7 STR AT,2022,47000,Diesel,Automatic,1840000.0,4,Toyota,460000.0,11750.0,Non-Luxury
Toyota Glanza,G,2022,33000,Petrol,Manual,650000.0,4,Toyota,162500.0,8250.0,Non-Luxury
Kia Seltos,GTX Plus DCT,2020,32316,Petrol,Automatic,1025000.0,6,Kia,170833.33,5386.0,Non-Luxury
Land Rover Discovery Sport,TD4 SE 7S,2019,36000,Diesel,Automatic,2475000.0,7,Land Rover,353571.43,5142.86,Non-Luxury
Hyundai Grand i10,1.2 Kappa Sportz BSIV,2016,76656,Petrol,Manual,302000.0,10,Hyundai,30200.0,7665.6,Non-Luxury
Toyota Corolla Altis,1.8 GL,2018,53000,Petrol,Manual,750000.0,8,Toyota,93750.0,6625.0,Non-Luxury
Mercedes-Benz E-Class,Expression E 220,2017,13500,Petrol,Automatic,3000000.0,9,Mercedes-Benz,333333.33,1500.0,Non-Luxury
Mercedes-Benz E-Class,Exclusive E 200,2021,20000,Petrol,Automatic,4950000.0,5,Mercedes-Benz,990000.0,4000.0,Non-Luxury
Maruti Suzuki Vitara Brezza,VDi Option,2018,63500,Diesel,Manual,485000.0,8,Maruti Suzuki,60625.0,7937.5,Non-Luxury
Toyota Corolla Altis,1.8 VL CVT,2018,75000,Petrol,Automatic,1025000.0,8,Toyota,128125.0,9375.0,Non-Luxury
Mahindra Thar,LX 4WD Hard Top Diesel AT BSVI,2023,30000,Diesel,Automatic,1490000.0,3,Mahindra,496666.67,10000.0,Non-Luxury
Audi Q8,55 TFSI Quattro BSVI,2020,50800,Petrol,Automatic,6500000.0,6,Audi,1083333.33,8466.67,Luxury
Maruti Suzuki Swift,LXI Option,2016,71000,Petrol,Manual,345000.0,10,Maruti Suzuki,34500.0,7100.0,Non-Luxury
Tata Hexa,XT,2017,65000,Diesel,Manual,650000.0,9,Tata,72222.22,7222.22,Non-Luxury
Ford Ecosport,1.5 TDCi Titanium BSIV,2016,86000,Diesel,Manual,299000.0,10,Ford,29900.0,8600.0,Non-Luxury
Kia Carnival,Limousine Plus,2024,24960,Diesel,Automatic,5900000.0,2,Kia,2950000.0,12480.0,Luxury
Maruti Suzuki Ertiga,VXI CNG 2022-2023,2022,60000,CNG,Manual,940000.0,4,Maruti Suzuki,235000.0,15000.0,Non-Luxury
BMW X1,sDrive20d Expedition,2019,45000,Diesel,Automatic,1900000.0,7,BMW,271428.57,6428.57,Non-Luxury
Toyota Hyryder,S HYBRID,2024,36000,Petrol,Automatic,1500000.0,2,Toyota,750000.0,18000.0,Non-Luxury
Hyundai Tucson,2.0 e-VGT 2WD AT GL,2018,76000,Diesel,Automatic,975000.0,8,Hyundai,121875.0,9500.0,Non-Luxury
Toyota Innova Crysta,2.8 ZX AT BSIV,2017,130000,Diesel,Automatic,1300000.0,9,Toyota,144444.44,14444.44,Non-Luxury
Ford Mustang,V8,2017,20000,Petrol,Automatic,6900000.0,9,Ford,766666.67,2222.22,Luxury
Toyota Fortuner,2.8 2WD AT,2021,82000,Diesel,Automatic,2990000.0,5,Toyota,598000.0,16400.0,Non-Luxury
Maruti Suzuki Jimny,Alpha Dual Tone,2024,18000,Petrol,Manual,1175000.0,2,Maruti Suzuki,587500.0,9000.0,Non-Luxury
Volkswagen Ameo,1.0 MPI Trendline,2019,48000,Petrol,Manual,350000.0,7,Volkswagen,50000.0,6857.14,Non-Luxury
Toyota Fortuner,2.8 2WD AT BSIV,2017,134000,Diesel,Automatic,1948000.0,9,Toyota,216444.44,14888.89,Non-Luxury
Mahindra Thar,LX 4WD Hard Top BSVI,2021,32000,Petrol,Manual,1050000.0,5,Mahindra,210000.0,6400.0,Non-Luxury
Mercedes-Benz GLA,200,2025,12000,Petrol,Automatic,4300000.0,1,Mercedes-Benz,4300000.0,12000.0,Non-Luxury
Ford Endeavour,3.2 Titanium AT 4X4,2017,152000,Diesel,Automatic,1530000.0,9,Ford,170000.0,16888.89,Non-Luxury
Hyundai Venue,S,2020,52000,Petrol,Manual,590000.0,6,Hyundai,98333.33,8666.67,Non-Luxury
Toyota Innova Hycross,ZX Hybrid,2024,27000,Petrol,Automatic,3375000.0,2,Toyota,1687500.0,13500.0,Non-Luxury
Volvo XC60,Inscription D5,2020,43500,Diesel,Automatic,3900000.0,6,Volvo,650000.0,7250.0,Non-Luxury
Hyundai i20,Magna,2025,2500,Petrol,Manual,725000.0,1,Hyundai,725000.0,2500.0,Non-Luxury
Maruti Suzuki Wagon R,CNG LXI,2022,48000,CNG,Manual,425000.0,4,Maruti Suzuki,106250.0,12000.0,Non-Luxury
Maruti Suzuki Ertiga,SHVS VDI,2017,52000,Diesel,Manual,540000.0,9,Maruti Suzuki,60000.0,5777.78,Non-Luxury
Audi A6,45 TFSI Technology WO Matrix BSVI,2020,13000,Petrol,Automatic,3600000.0,6,Audi,600000.0,2166.67,Non-Luxury
Mahindra Thar,LX 4WD Hard Top Diesel AT BSVI,2021,71000,Diesel,Automatic,1055000.0,5,Mahindra,211000.0,14200.0,Non-Luxury
Mahindra Thar,LX 4WD Hard Top Diesel BSVI,2023,52000,Diesel,Manual,1090000.0,3,Mahindra,363333.33,17333.33,Non-Luxury
Maruti Suzuki Swift Dzire,VXI 1.2,2017,66000,Petrol,Manual,375000.0,9,Maruti Suzuki,41666.67,7333.33,Non-Luxury
Volvo XC60,Momentum D4 BSIV,2018,60000,Diesel,Automatic,2900000.0,8,Volvo,362500.0,7500.0,Non-Luxury
Toyota Fortuner,2.7 2WD AT BSIV,2018,87000,Petrol,Automatic,2125000.0,8,Toyota,265625.0,10875.0,Non-Luxury
Tata Safari,XT Plus BSVI,2021,67421,Diesel,Manual,1098000.0,5,Tata,219600.0,13484.2,Non-Luxury
Tata Nexon,Creative Dark,2024,25592,Petrol,Manual,826000.0,2,Tata,413000.0,12796.0,Non-Luxury
Land Rover Discovery Sport,Petrol SE 7S,2019,58000,Petrol,Automatic,3700000.0,7,Land Rover,528571.43,8285.71,Non-Luxury
BMW 3 Series Long Wheelbase,330 Li Luxury Line,2022,28400,Petrol,Automatic,4150000.0,4,BMW,1037500.0,7100.0,Non-Luxury
Ford Ecosport,1.5 TDCi Titanium Plus BSIV,2017,55000,Diesel,Manual,449000.0,9,Ford,49888.89,6111.11,Non-Luxury
Volkswagen Ameo,1.2 MPI Highline,2016,51000,Petrol,Manual,325000.0,10,Volkswagen,32500.0,5100.0,Non-Luxury
BMW 5 Series,520d Luxury Line,2020,12000,Diesel,Automatic,3900000.0,6,BMW,650000.0,2000.0,Non-Luxury
Renault Triber,RXT,2024,5800,Petrol,Manual,660000.0,2,Renault,330000.0,2900.0,Non-Luxury
Maruti Suzuki Ertiga,VXI,2019,51000,Petrol,Manual,725000.0,7,Maruti Suzuki,103571.43,7285.71,Non-Luxury
MG Hector,Sharp Diesel MT BSIV,2019,85000,Diesel,Manual,925000.0,7,MG,132142.86,12142.86,Non-Luxury
Lexus LX,500d,2023,8000,Diesel,Automatic,27500000.0,3,Lexus,9166666.67,2666.67,Luxury
Hyundai Grand i10 Nios,Magna,2025,9000,Petrol,Manual,675000.0,1,Hyundai,675000.0,9000.0,Non-Luxury
